VehicleId,DepotId,InitialLoad,RouteSequence,ClientsServed,DemandsSatisfied,TotalDistance,TotalTime,FuelCost
V001,CD09,42.0,CD09-C008-C007-C005-C003-CD09,4,10.0-12.0-5.0-15.0,42.417,117.5833333333332,17284.9275
V002,CD05,26.0,CD05-C006-C002-CD05,2,11.0-15.0,25.727,66.9166666666668,13978.336666666668
V003,CD12,18.0,CD12-C004-C001-CD12,2,6.0-12.0,29.149,79.06666666666679,15837.623333333335
V005,CD11,15.0,CD11-C009-CD11,1,15.0,10.427,25.66666666666668,5665.336666666667
